,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
3986,TXN_1454866,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-12-13
3987,TXN_4654061,Sandwich,2,4.0,8.0,Credit Card,DK/NS,2023-05-04
3988,TXN_8160791,Cake,5,3.0,15.0,Digital Wallet,In-store,2023-10-24
3989,TXN_1647069,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-04-06
3990,TXN_8499005,Coffee,5,2.0,10.0,DK/NS,DK/NS,2023-10-26
3991,TXN_1512185,Coffee,4,2.0,8.0,Cash,Takeaway,2023-06-16
3992,TXN_8632653,Juice,2,3.0,6.0,DK/NS,In-store,2023-12-24
3993,TXN_8744240,DK/NS,4,4.0,16.0,Cash,DK/NS,2023-06-19
3994,TXN_4190750,Juice,5,3.0,15.0,DK/NS,Takeaway,2023-04-02
3995,TXN_9470260,Coffee,5,2.0,10.0,DK/NS,In-store,2023-10-07
3996,TXN_6257213,Juice,5,3.0,15.0,Cash,DK/NS,2023-12-12
3997,TXN_1004563,Tea,5,1.5,7.5,Credit Card,In-store,2023-10-28
3998,TXN_5352739,Sandwich,4,4.0,16.0,DK/NS,DK/NS,2023-07-31
3999,TXN_7387056,Juice,4,3.0,12.0,Credit Card,DK/NS,2023-10-24
4000,TXN_1927431,Cookie,1,1.0,1.0,Credit Card,In-store,2023-02-07
4001,TXN_3432433,Cookie,5,1.0,5.0,Cash,In-store,2023-02-19
4002,TXN_1130142,Cookie,1,1.0,1.0,Credit Card,In-store,2023-03-13
4003,TXN_6682443,Cake,4,3.0,12.0,Digital Wallet,DK/NS,2023-09-03
4004,TXN_3279039,Cake,4,3.0,12.0,Credit Card,In-store,2023-06-26
4005,TXN_6119612,DK/NS,3,3.0,9.0,Cash,DK/NS,2023-12-25
4006,TXN_1295824,Tea,1,1.5,1.5,Credit Card,DK/NS,2023-08-01
4007,TXN_8305936,Juice,3,3.0,9.0,Digital Wallet,In-store,2023-08-02
4008,TXN_9550664,Salad,2,5.0,10.0,DK/NS,DK/NS,2023-06-29
4009,TXN_3808895,Salad,2,5.0,10.0,Cash,In-store,2023-07-13
4010,TXN_9843811,Juice,2,3.0,6.0,Credit Card,DK/NS,2023-03-01
4011,TXN_6405258,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-08-10
4012,TXN_1224087,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-03-20
4013,TXN_7727118,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-11-04
4014,TXN_8456072,Smoothie,1,4.0,4.0,DK/NS,In-store,2023-07-11
4015,TXN_8173006,Salad,3,5.0,15.0,DK/NS,Takeaway,2023-12-21
4016,TXN_2769769,Salad,5,5.0,25.0,Credit Card,In-store,2023-04-01
4017,TXN_8413949,Juice,1,3.0,3.0,Credit Card,In-store,2023-10-14
4018,TXN_7538763,Smoothie,1,4.0,4.0,DK/NS,Takeaway,2023-11-18
4019,TXN_6541110,Cookie,3,1.0,3.0,Cash,In-store,2023-12-30
4020,TXN_6264390,DK/NS,2,4.0,8.0,Cash,DK/NS,2023-06-29
4021,TXN_6814891,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-06-26
4022,TXN_9884180,Salad,1,5.0,5.0,Cash,Takeaway,2023-05-19
4023,TXN_6424202,Cookie,2,1.0,2.0,Credit Card,In-store,2023-11-20
4024,TXN_6775024,Coffee,2,2.0,4.0,Cash,In-store,2023-01-30
4025,TXN_8540553,Cake,1,3.0,3.0,DK/NS,In-store,2023-07-13
4026,TXN_6501361,Salad,5,5.0,25.0,Cash,In-store,2023-01-17
4027,TXN_5671997,Juice,3,3.0,9.0,DK/NS,Takeaway,2023-09-03
4028,TXN_4283360,Coffee,2,2.0,4.0,Credit Card,In-store,2023-12-19
4029,TXN_3956393,Cookie,4,1.0,4.0,Credit Card,In-store,2023-01-14
4030,TXN_1971103,Juice,4,3.0,12.0,DK/NS,DK/NS,2023-08-22
4031,TXN_9576057,Tea,5,1.5,7.5,Digital Wallet,Takeaway,2023-03-03
4032,TXN_1435035,Smoothie,1,4.0,4.0,DK/NS,In-store,2023-12-31
4033,TXN_8111101,Sandwich,5,4.0,20.0,Cash,DK/NS,2023-01-12
4034,TXN_8323012,Tea,3,1.5,4.5,Credit Card,DK/NS,2023-12-17
4035,TXN_9415451,Cake,3,3.0,9.0,DK/NS,Takeaway,2023-01-04
4036,TXN_7072883,Smoothie,1,4.0,4.0,Credit Card,DK/NS,2023-10-05
4037,TXN_7455637,Juice,3,3.0,9.0,DK/NS,Takeaway,2023-04-23
4038,TXN_3779292,Salad,2,5.0,10.0,Credit Card,In-store,2023-12-30
4039,TXN_2629420,Smoothie,2,4.0,8.0,DK/NS,Takeaway,2023-01-16
4040,TXN_5848025,Tea,5,1.5,7.5,Credit Card,In-store,2023-01-19
4041,TXN_1452253,Sandwich,2,4.0,8.0,DK/NS,DK/NS,2023-05-12
4042,TXN_4661976,Smoothie,3,4.0,12.0,Digital Wallet,DK/NS,2023-10-13
4043,TXN_4818703,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-04-20
4044,TXN_9849760,Cake,2,3.0,6.0,DK/NS,Takeaway,2023-09-01
4045,TXN_6387334,Smoothie,5,4.0,20.0,Digital Wallet,In-store,2023-02-19
4046,TXN_6431384,Juice,4,3.0,12.0,Digital Wallet,In-store,2023-08-06
4047,TXN_2445017,Tea,5,1.5,7.5,DK/NS,Takeaway,2023-07-23
4048,TXN_9202190,Sandwich,5,4.0,20.0,DK/NS,In-store,2023-08-25
4049,TXN_4695464,Cookie,4,1.0,4.0,DK/NS,Takeaway,
4050,TXN_1486576,Sandwich,4,4.0,16.0,DK/NS,Takeaway,2023-09-10
4051,TXN_5530717,Juice,1,3.0,3.0,Credit Card,In-store,2023-03-10
4052,TXN_7490314,Cookie,2,1.0,2.0,DK/NS,In-store,2023-05-14
4053,TXN_1811734,Coffee,4,2.0,8.0,DK/NS,DK/NS,2023-07-16
4054,TXN_3100053,Cake,3,3.0,9.0,Cash,In-store,2023-12-19
4055,TXN_5812394,Salad,5,5.0,25.0,Cash,DK/NS,2023-10-17
4056,TXN_6315475,Coffee,2,2.0,4.0,DK/NS,DK/NS,2023-09-23
4057,TXN_5477578,Smoothie,1,4.0,4.0,Digital Wallet,Takeaway,2023-03-12
4058,TXN_5373441,Salad,1,5.0,5.0,DK/NS,In-store,2023-06-02
4059,TXN_1094145,Cookie,3,1.0,3.0,Credit Card,DK/NS,2023-03-15
4060,TXN_8680875,Tea,2,1.5,3.0,Cash,Takeaway,2023-07-21
4061,TXN_6504180,Smoothie,1,4.0,4.0,Digital Wallet,In-store,2023-08-31
4062,TXN_6378045,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-05-07
4063,TXN_4502704,Tea,4,1.5,6.0,DK/NS,In-store,2023-04-04
4064,TXN_6992967,Smoothie,5,4.0,20.0,Cash,DK/NS,2023-08-29
4065,TXN_6266147,Juice,3,3.0,9.0,Credit Card,In-store,2023-01-31
4066,TXN_7499330,Cookie,1,1.0,1.0,Credit Card,In-store,2023-10-28
4067,TXN_8815623,Coffee,2,2.0,4.0,Digital Wallet,In-store,2023-02-03
4068,TXN_7632478,Juice,2,3.0,6.0,Digital Wallet,DK/NS,2023-04-11
4069,TXN_5431854,Cookie,3,1.0,3.0,DK/NS,In-store,2023-01-18
4070,TXN_3518789,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-12-01
4071,TXN_6162668,Salad,4,5.0,20.0,Digital Wallet,DK/NS,2023-03-30
4072,TXN_4767006,Cake,1,3.0,3.0,Cash,Takeaway,2023-08-23
4073,TXN_2880409,Tea,4,1.5,6.0,Cash,DK/NS,2023-09-11
4074,TXN_4277671,Tea,5,1.5,7.5,DK/NS,Takeaway,2023-08-21
4075,TXN_8810601,Juice,2,3.0,6.0,Digital Wallet,DK/NS,2023-08-18
4076,TXN_6572164,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-01-15
4077,TXN_6281959,Tea,4,1.5,6.0,DK/NS,In-store,2023-03-16
4078,TXN_6714068,Coffee,1,2.0,2.0,DK/NS,DK/NS,2023-02-17
4079,TXN_2470532,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-01-21
4080,TXN_6920323,Sandwich,1,4.0,4.0,Credit Card,DK/NS,2023-06-10
4081,TXN_6519486,Cake,5,3.0,15.0,DK/NS,DK/NS,2023-02-05
4082,TXN_7524971,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-09-05
4083,TXN_4650447,Tea,1,1.5,1.5,Cash,DK/NS,2023-08-18
4084,TXN_3928174,Coffee,3,2.0,6.0,DK/NS,DK/NS,2023-09-11
4085,TXN_1475403,Cookie,1,1.0,1.0,Cash,In-store,
4086,TXN_1700027,Smoothie,4,4.0,16.0,Digital Wallet,In-store,2023-06-04
4087,TXN_2026084,Coffee,2,2.0,4.0,Cash,In-store,2023-10-20
4088,TXN_5942938,DK/NS,3,3.0,9.0,Credit Card,DK/NS,2023-05-24
4089,TXN_8813764,Cookie,1,1.0,1.0,Credit Card,In-store,2023-05-08
4090,TXN_5202349,Cookie,4,1.0,4.0,DK/NS,In-store,2023-11-27
4091,TXN_2409052,Sandwich,1,4.0,4.0,Credit Card,In-store,2023-07-08
4092,TXN_8528546,Cake,3,3.0,9.0,Cash,DK/NS,2023-12-09
4093,TXN_4849860,Tea,4,1.5,6.0,Credit Card,In-store,2023-12-01
4094,TXN_1840897,Salad,1,5.0,5.0,DK/NS,DK/NS,2023-06-03
4095,TXN_7689696,DK/NS,5,4.0,20.0,Digital Wallet,Takeaway,2023-07-03
4096,TXN_6905794,Salad,1,5.0,5.0,Cash,Takeaway,2023-05-31
4097,TXN_4469769,Salad,5,5.0,25.0,DK/NS,DK/NS,2023-08-15
4098,TXN_9452261,Cake,5,3.0,15.0,DK/NS,DK/NS,2023-11-29
4099,TXN_7347515,Smoothie,3,4.0,12.0,DK/NS,Takeaway,2023-04-25
4100,TXN_1940330,Tea,4,1.5,6.0,DK/NS,In-store,2023-01-12
4101,TXN_1576355,Coffee,4,2.0,8.0,DK/NS,DK/NS,2023-10-20
4102,TXN_8615635,Cookie,4,1.0,4.0,DK/NS,In-store,2023-01-12
4103,TXN_9511794,Cookie,1,1.0,1.0,Cash,Takeaway,2023-06-10
4104,TXN_9024781,Smoothie,4,4.0,16.0,Cash,In-store,2023-09-12
4105,TXN_7771526,Juice,1,3.0,3.0,Cash,In-store,2023-04-28
4106,TXN_7070302,Salad,3,5.0,15.0,DK/NS,In-store,2023-04-30
4107,TXN_6511228,Salad,4,5.0,20.0,Credit Card,DK/NS,2023-11-01
4108,TXN_5320512,Tea,5,1.5,7.5,DK/NS,In-store,2023-04-25
4109,TXN_2972777,Juice,4,3.0,12.0,Credit Card,DK/NS,2023-04-08
4110,TXN_8591813,Coffee,3,2.0,6.0,Cash,Takeaway,2023-10-31
4111,TXN_4095768,Salad,5,5.0,25.0,Digital Wallet,In-store,2023-06-18
4112,TXN_9107508,Coffee,1,2.0,2.0,DK/NS,DK/NS,2023-06-06
4113,TXN_2791987,Smoothie,1,4.0,4.0,Credit Card,DK/NS,2023-06-23
4114,TXN_6045577,Coffee,3,2.0,6.0,Credit Card,DK/NS,2023-07-06
4115,TXN_5534944,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-01-26
4116,TXN_7887682,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-06-17
4117,TXN_5037517,DK/NS,5,4.0,20.0,DK/NS,In-store,2023-06-01
4118,TXN_6805091,DK/NS,2,4.0,8.0,Cash,DK/NS,2023-12-28
4119,TXN_5839300,Cake,1,3.0,3.0,Credit Card,DK/NS,2023-07-01
4120,TXN_7801115,Tea,1,1.5,1.5,Cash,DK/NS,2023-12-18
4121,TXN_4753853,DK/NS,5,3.0,15.0,Credit Card,Takeaway,2023-05-07
4122,TXN_7145259,Juice,2,3.0,6.0,Digital Wallet,In-store,2023-11-11
4123,TXN_2817018,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-04-25
4124,TXN_6762490,Juice,5,3.0,15.0,Cash,DK/NS,2023-05-03
4125,TXN_9705872,Cookie,3,1.0,3.0,DK/NS,In-store,
4126,TXN_6012446,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-07-20
4127,TXN_8936086,Sandwich,4,4.0,16.0,DK/NS,In-store,2023-11-27
4128,TXN_4135134,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-08-11
4129,TXN_7808032,Cookie,4,1.0,4.0,DK/NS,Takeaway,2023-12-19
4130,TXN_2212234,Juice,2,3.0,6.0,Cash,In-store,2023-12-22
4131,TXN_8611918,Salad,3,5.0,15.0,Cash,Takeaway,2023-06-27
4132,TXN_5115009,Cake,4,3.0,12.0,DK/NS,Takeaway,2023-02-21
4133,TXN_9827492,Tea,3,1.5,4.5,DK/NS,DK/NS,2023-07-13
4134,TXN_6344003,Cake,1,3.0,3.0,DK/NS,DK/NS,2023-12-22
4135,TXN_1993155,Juice,1,3.0,3.0,DK/NS,DK/NS,2023-05-23
4136,TXN_4566012,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-05-10
4137,TXN_1030539,Cake,3,3.0,9.0,DK/NS,Takeaway,2023-11-06
4138,TXN_3830605,Coffee,1,2.0,2.0,DK/NS,Takeaway,2023-12-07
4139,TXN_5052515,Tea,1,1.5,1.5,Cash,In-store,2023-09-19
4140,TXN_5125382,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-12-26
4141,TXN_5015183,Cake,2,3.0,6.0,DK/NS,In-store,2023-08-29
4142,TXN_1661068,Salad,3,5.0,15.0,Cash,Takeaway,2023-04-09
4143,TXN_9549381,Juice,1,3.0,3.0,Digital Wallet,In-store,2023-11-23
4144,TXN_7812084,Sandwich,4,4.0,16.0,Cash,In-store,2023-01-17
4145,TXN_1694364,Sandwich,3,4.0,12.0,DK/NS,Takeaway,2023-06-10
4146,TXN_4191925,Coffee,2,2.0,4.0,DK/NS,DK/NS,2023-10-21
4147,TXN_2258091,Juice,2,3.0,6.0,DK/NS,In-store,2023-10-11
4148,TXN_6482262,Juice,3,3.0,9.0,Credit Card,DK/NS,2023-05-13
4149,TXN_1951166,Tea,2,1.5,3.0,Credit Card,DK/NS,2023-08-28
4150,TXN_4552615,Cake,2,3.0,6.0,Cash,Takeaway,2023-04-09
4151,TXN_6745856,Cake,4,3.0,12.0,Cash,In-store,2023-06-16
4152,TXN_4898949,Salad,1,5.0,5.0,DK/NS,In-store,2023-09-18
4153,TXN_7027560,Tea,5,1.5,7.5,DK/NS,In-store,2023-10-05
4155,TXN_2338426,Coffee,2,2.0,4.0,DK/NS,DK/NS,2023-05-07
4156,TXN_3369191,Cookie,5,1.0,5.0,Cash,Takeaway,2023-02-07
4157,TXN_5551020,Sandwich,2,4.0,8.0,Credit Card,DK/NS,2023-01-31
4158,TXN_9269683,Sandwich,5,4.0,20.0,Digital Wallet,DK/NS,2023-09-26
4159,TXN_9287350,Smoothie,2,4.0,8.0,DK/NS,In-store,2023-01-28
4160,TXN_6541809,Tea,3,1.5,4.5,DK/NS,DK/NS,2023-05-01
4161,TXN_4398750,Sandwich,2,4.0,8.0,Cash,In-store,2023-05-28
4162,TXN_7493097,Cake,5,3.0,15.0,Credit Card,DK/NS,2023-11-04
4163,TXN_9850541,Cookie,4,1.0,4.0,Cash,Takeaway,2023-09-02
4164,TXN_4262142,Cake,2,3.0,6.0,Cash,Takeaway,2023-01-02
4165,TXN_7153313,Tea,1,1.5,1.5,Cash,DK/NS,2023-12-29
4166,TXN_8581124,Salad,2,5.0,10.0,Credit Card,DK/NS,2023-05-08
4167,TXN_3589218,Salad,2,5.0,10.0,Credit Card,In-store,2023-06-21
4168,TXN_7303515,Salad,4,5.0,20.0,Cash,In-store,2023-05-29
4169,TXN_2586183,Cookie,2,1.0,2.0,Cash,DK/NS,2023-09-04
4170,TXN_2436779,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-05-24
4171,TXN_4001763,Juice,3,3.0,9.0,DK/NS,Takeaway,2023-05-11
4172,TXN_9317529,Juice,4,3.0,12.0,Credit Card,DK/NS,2023-07-10
4173,TXN_6974587,Salad,3,5.0,15.0,Cash,DK/NS,2023-06-16
4174,TXN_4379467,Tea,1,1.5,1.5,DK/NS,DK/NS,2023-06-16
4175,TXN_2719734,Cake,5,3.0,15.0,Digital Wallet,In-store,2023-05-22
4176,TXN_2887332,Sandwich,5,4.0,20.0,DK/NS,DK/NS,2023-11-16
4177,TXN_8566668,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-02-12
4178,TXN_8284384,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-06-05
4179,TXN_2139240,Sandwich,4,4.0,16.0,Digital Wallet,DK/NS,2023-04-06
4180,TXN_5454841,Cookie,5,1.0,5.0,DK/NS,Takeaway,2023-06-04
4181,TXN_8104431,Tea,5,1.5,7.5,DK/NS,In-store,2023-03-07
4182,TXN_5141000,Smoothie,4,4.0,16.0,DK/NS,Takeaway,2023-06-16
4183,TXN_2508499,Tea,3,1.5,4.5,Credit Card,In-store,2023-02-22
4184,TXN_4571510,Smoothie,3,4.0,12.0,Cash,Takeaway,2023-11-19
4185,TXN_4742476,Coffee,2,2.0,4.0,Cash,In-store,2023-10-27
4186,TXN_8510436,Cake,1,3.0,3.0,Digital Wallet,In-store,2023-07-19
4187,TXN_7509630,Cookie,3,1.0,3.0,Cash,In-store,2023-04-20
4188,TXN_5276301,Cake,3,3.0,9.0,Cash,DK/NS,2023-03-13
4189,TXN_4977130,Sandwich,1,4.0,4.0,Digital Wallet,In-store,2023-07-08
4190,TXN_4293196,Cookie,3,1.0,3.0,DK/NS,In-store,2023-06-17
4191,TXN_9284099,Cake,2,3.0,6.0,Digital Wallet,In-store,2023-07-20
4192,TXN_1900411,Salad,3,5.0,15.0,DK/NS,DK/NS,2023-09-24
4193,TXN_7454416,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-12-07
4194,TXN_4178899,Coffee,2,2.0,4.0,DK/NS,Takeaway,2023-04-05
4195,TXN_9027002,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-12-31
4196,TXN_6587399,Smoothie,1,4.0,4.0,DK/NS,Takeaway,2023-08-08
4197,TXN_7179013,Juice,5,3.0,15.0,Credit Card,In-store,2023-05-06
4198,TXN_7694559,Cookie,3,1.0,3.0,Cash,Takeaway,2023-05-05
4199,TXN_4391496,Sandwich,1,4.0,4.0,Cash,DK/NS,2023-02-20
4200,TXN_5668193,Coffee,5,2.0,10.0,Cash,Takeaway,2023-08-14
4201,TXN_1448501,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-09-10
4202,TXN_7139869,Tea,1,1.5,1.5,Cash,In-store,2023-06-22
4203,TXN_6419668,Sandwich,3,4.0,12.0,Credit Card,In-store,2023-04-29
4204,TXN_8810001,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-12-23
4205,TXN_5647773,Salad,2,5.0,10.0,DK/NS,In-store,2023-07-20
4206,TXN_4439120,Cookie,2,1.0,2.0,Credit Card,In-store,2023-03-31
4207,TXN_4613510,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-02-16
4208,TXN_7937275,Cake,4,3.0,12.0,Credit Card,DK/NS,2023-09-18
4209,TXN_7565052,Smoothie,5,4.0,20.0,DK/NS,In-store,2023-06-18
4210,TXN_2044375,Salad,1,5.0,5.0,Cash,Takeaway,2023-01-05
4211,TXN_1772692,Smoothie,3,4.0,12.0,Cash,DK/NS,2023-09-05
4212,TXN_6399545,Sandwich,4,4.0,16.0,Credit Card,Takeaway,2023-03-22
4213,TXN_2980279,DK/NS,1,3.0,3.0,Digital Wallet,Takeaway,2023-04-23
4214,TXN_6286062,Coffee,1,2.0,2.0,Credit Card,DK/NS,
4215,TXN_4049031,Coffee,5,2.0,10.0,Digital Wallet,DK/NS,2023-08-22
4216,TXN_1328968,Tea,1,1.5,1.5,DK/NS,In-store,2023-06-28
4217,TXN_8549381,DK/NS,5,4.0,20.0,Digital Wallet,DK/NS,2023-02-06
4218,TXN_2080228,Juice,1,3.0,3.0,DK/NS,In-store,2023-06-21
4219,TXN_7416880,Cake,1,3.0,3.0,Credit Card,In-store,2023-07-20
4220,TXN_1360379,Tea,1,1.5,1.5,Credit Card,DK/NS,2023-08-23
4221,TXN_9617454,Smoothie,1,4.0,4.0,Digital Wallet,Takeaway,2023-08-22
4222,TXN_6421446,Cake,2,3.0,6.0,Cash,Takeaway,2023-09-17
4223,TXN_6272674,Coffee,3,2.0,6.0,Cash,DK/NS,2023-09-12
4224,TXN_6805882,Cookie,4,1.0,4.0,Cash,In-store,2023-09-04
4225,TXN_1475459,Tea,4,1.5,6.0,DK/NS,Takeaway,2023-11-09
4226,TXN_2825812,Cake,3,3.0,9.0,Cash,Takeaway,2023-06-26
4227,TXN_5380198,Cake,3,3.0,9.0,DK/NS,DK/NS,
4228,TXN_5398922,Salad,1,5.0,5.0,Cash,In-store,2023-01-10
4229,TXN_3458602,Cake,2,3.0,6.0,Cash,In-store,2023-11-18
4230,TXN_6571440,Smoothie,2,4.0,8.0,DK/NS,Takeaway,2023-01-18
4231,TXN_1368769,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-06-02
4232,TXN_4343848,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-07-16
4233,TXN_7656355,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-09-11
4234,TXN_4434005,Cookie,1,1.0,1.0,Digital Wallet,In-store,2023-03-20
4235,TXN_7975760,DK/NS,3,3.0,9.0,Digital Wallet,In-store,2023-12-02
4236,TXN_9177867,Tea,3,1.5,4.5,Digital Wallet,DK/NS,2023-09-14
4237,TXN_8158986,Cookie,5,1.0,5.0,DK/NS,In-store,2023-12-10
4238,TXN_9882625,Sandwich,1,4.0,4.0,Cash,In-store,2023-03-26
4239,TXN_8937461,Cookie,5,1.0,5.0,Digital Wallet,DK/NS,2023-12-22
4240,TXN_2485272,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-06-30
4241,TXN_4085337,Smoothie,3,4.0,12.0,DK/NS,In-store,2023-10-25
4242,TXN_6838802,Coffee,1,2.0,2.0,DK/NS,Takeaway,2023-08-29
4243,TXN_2114182,Cookie,3,1.0,3.0,Digital Wallet,DK/NS,2023-07-28
4244,TXN_8417552,Coffee,1,2.0,2.0,DK/NS,Takeaway,2023-12-09
4245,TXN_4126189,Tea,1,1.5,1.5,Credit Card,DK/NS,2023-09-30
4246,TXN_1892454,Juice,1,3.0,3.0,DK/NS,DK/NS,2023-07-19
4247,TXN_9592941,Tea,5,1.5,7.5,Digital Wallet,In-store,2023-04-08
4248,TXN_1063342,Sandwich,5,4.0,20.0,DK/NS,In-store,2023-01-13
4249,TXN_4407203,Cookie,4,1.0,4.0,Cash,Takeaway,2023-08-21
4250,TXN_7153885,Salad,1,5.0,5.0,Credit Card,DK/NS,2023-05-22
4251,TXN_1917388,DK/NS,2,3.0,6.0,Digital Wallet,DK/NS,2023-04-15
4252,TXN_5279972,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-01-07
4253,TXN_6953244,Smoothie,5,4.0,20.0,Cash,DK/NS,2023-09-13
4254,TXN_5347792,Salad,3,5.0,15.0,Digital Wallet,DK/NS,2023-02-10
4255,TXN_4876195,Tea,2,1.5,3.0,DK/NS,In-store,
4256,TXN_1574190,Smoothie,3,4.0,12.0,DK/NS,DK/NS,2023-12-17
4257,TXN_4829492,DK/NS,2,3.0,6.0,Credit Card,Takeaway,2023-01-09
4258,TXN_9550629,Smoothie,1,4.0,4.0,DK/NS,In-store,2023-02-06
4260,TXN_3986639,Salad,1,5.0,5.0,Credit Card,In-store,2023-10-09
4261,TXN_3227673,Cookie,1,1.0,1.0,Cash,DK/NS,2023-10-13
4262,TXN_2915287,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-01-16
4263,TXN_2513558,Juice,4,3.0,12.0,DK/NS,DK/NS,2023-10-11
4264,TXN_7460497,Cake,5,3.0,15.0,Cash,DK/NS,2023-11-13
4265,TXN_1607471,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-01-03
4266,TXN_1244739,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-09-13
4267,TXN_7878672,Coffee,1,2.0,2.0,Cash,In-store,2023-10-25
4268,TXN_6807913,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-01-22
4269,TXN_6438869,Juice,5,3.0,15.0,Credit Card,Takeaway,2023-10-30
4270,TXN_1047204,Cookie,3,1.0,3.0,Digital Wallet,DK/NS,2023-04-13
4271,TXN_6017458,Salad,5,5.0,25.0,Credit Card,DK/NS,2023-04-23
4272,TXN_4311086,Cake,4,3.0,12.0,DK/NS,In-store,2023-10-10
4273,TXN_1075446,Cookie,4,1.0,4.0,Credit Card,DK/NS,2023-07-17
4274,TXN_8958723,Sandwich,4,4.0,16.0,Digital Wallet,DK/NS,2023-11-12
4275,TXN_2206740,Coffee,3,2.0,6.0,DK/NS,Takeaway,2023-06-07
4276,TXN_2337113,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-11-19
4277,TXN_2417721,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-10-20
4278,TXN_5808539,Sandwich,1,4.0,4.0,DK/NS,Takeaway,2023-06-30
4279,TXN_6574910,Cookie,1,1.0,1.0,Digital Wallet,DK/NS,2023-09-13
4280,TXN_5342900,Cake,5,3.0,15.0,Cash,DK/NS,2023-07-12
4281,TXN_8949453,DK/NS,5,4.0,20.0,DK/NS,Takeaway,2023-11-13
4282,TXN_2853459,Tea,4,1.5,6.0,Cash,DK/NS,2023-08-14
4283,TXN_3379182,Juice,4,3.0,12.0,Cash,DK/NS,2023-06-03
4284,TXN_9629448,Tea,2,1.5,3.0,DK/NS,In-store,2023-02-22
4285,TXN_8233101,Salad,2,5.0,10.0,Cash,In-store,2023-02-12
4286,TXN_1247244,Sandwich,1,4.0,4.0,Digital Wallet,In-store,2023-12-27
4287,TXN_4292280,Cake,4,3.0,12.0,Cash,Takeaway,2023-01-01
4288,TXN_3670476,Tea,3,1.5,4.5,Cash,Takeaway,2023-03-25
4289,TXN_4506936,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-03-20
4290,TXN_4009914,Sandwich,2,4.0,8.0,DK/NS,In-store,
4291,TXN_2827994,Cake,5,3.0,15.0,Digital Wallet,In-store,2023-12-04
4292,TXN_5342051,Sandwich,3,4.0,12.0,Cash,DK/NS,2023-04-21
4293,TXN_7924635,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-02-21
4294,TXN_5958999,Tea,2,1.5,3.0,DK/NS,DK/NS,2023-04-13
4295,TXN_9098841,Cake,1,3.0,3.0,Credit Card,DK/NS,2023-08-07
4296,TXN_9723314,Coffee,4,2.0,8.0,Cash,In-store,2023-10-10
4297,TXN_2311186,Smoothie,3,4.0,12.0,Digital Wallet,DK/NS,2023-07-16
4298,TXN_8061460,Sandwich,3,4.0,12.0,Credit Card,Takeaway,
4299,TXN_4659573,Cake,5,3.0,15.0,DK/NS,DK/NS,2023-05-15
4300,TXN_3920436,Juice,2,3.0,6.0,Digital Wallet,In-store,2023-11-19
4301,TXN_5514988,Cookie,5,1.0,5.0,Credit Card,DK/NS,
4302,TXN_7825638,DK/NS,4,3.0,12.0,DK/NS,DK/NS,2023-12-09
4303,TXN_8710758,Sandwich,3,4.0,12.0,Credit Card,In-store,2023-01-12
4304,TXN_4873180,Tea,5,1.5,7.5,Digital Wallet,In-store,2023-01-17
4305,TXN_9643918,Cookie,3,1.0,3.0,Credit Card,In-store,2023-07-21
